DANE|MPIO|DPTO|M1_100B|M1_100C|M1_101|M1_102|M1_103A|M1_103B|M1_104|M1_115|M1_119|M1_303B|M1_303C|M1_303D|M1_303E|M1_303F|M1_303G|M1_304|M1_305|M1_306|M1_306CU|M1_307|M1_308|M1_309|Grandesciudades|Clase|zona|Region|Subreg|depto|Municipio|Fex_fin|EST_SE_2|FRACCION|ID_HOGAR
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|3|2||1|2|1|11001|1|1|5|4|11|BOGOTA DC|1065.45083670867|3|8|193605401
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||1|2|1|11001|1|1|5|4|11|BOGOTA DC|116.231000368218|3|2|193700201
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|4|1|3||1|3|1|11001|1|1|5|4|11|BOGOTA DC|116.231000368218|3|8|193701301
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|3|1|1||1|1|1|11001|1|1|5|4|11|BOGOTA DC|664.177144961246|3|8|193701702
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|1|2||1|3|1|11001|1|1|5|4|11|BOGOTA DC|1123.56633689277|3|8|193702901
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|2|2|3||1|1|1|11001|1|1|5|4|11|BOGOTA DC|116.231000368218|3|2|193704101
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|5|NULL|NULL|NULL|NULL|NULL|NULL|5|2|4||1|3|1|11001|1|1|5|4|11|BOGOTA DC|83.593005883613|2|2|193705101
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|2|NULL|NULL|NULL|NULL|NULL|NULL|2|2|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|998.688203970884|3|2|195001801
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|2|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|242.26937562636|3|8|195003101
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|169.588562938452|3|2|195003201
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|38|2|6|1|4|6|4|2|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|998.688203970884|3|4|195003501
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|4|2|1||1|5|1|11001|1|1|5|4|11|BOGOTA DC|998.688203970884|3|8|195004101
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|6|NULL|NULL|NULL|NULL|NULL|NULL|4|2|1||1|4|1|11001|1|1|5|4|11|BOGOTA DC|998.688203970884|3|1|195004701
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|169.588562938452|3|8|195005001
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||2|3|1|11001|1|1|5|4|11|BOGOTA DC|484.53875125272|3|2|195005202
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|6|NULL|NULL|NULL|NULL|NULL|NULL|2|4|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|169.588562938452|3|2|195005401
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|6|1|1||1|3|1|11001|1|1|5|4|11|BOGOTA DC|169.588562938452|3|1|195100201
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|1|30|3|10|1|3|3|1|2|1||1|1|1|11001|1|1|5|4|11|BOGOTA DC|1356.70850350762|3|9|195100801
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|3|2|6|FAMILIAR|1|3|1|11001|1|1|5|4|11|BOGOTA DC|1356.70850350762|3|8|195100901
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|4|NULL|NULL|NULL|NULL|NULL|NULL|3|2|1||1|3|1|11001|1|1|5|4|11|BOGOTA DC|1909.4886368545|2|8|196800301
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|4|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||1|3|1|11001|1|1|5|4|11|BOGOTA DC|954.744318427252|2|7|196800401
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|2|4|NULL|NULL|NULL|NULL|NULL|NULL|3|1|1||1|3|1|11001|1|1|5|4|11|BOGOTA DC|954.744318427252|2|4|196800901
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|3|1||1|3|1|11001|1|1|5|4|11|BOGOTA DC|1327.51401930895|3|2|196801401
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|5|NULL|NULL|NULL|NULL|NULL|NULL|2|1|1||1|3|1|11001|1|1|5|4|11|BOGOTA DC|222.773674299692|2|2|196801601
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|6|NULL|NULL|NULL|NULL|NULL|NULL|2|1|2||1|3|1|11001|1|1|5|4|11|BOGOTA DC|222.773674299692|2|11|196801901
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|8|NULL|NULL|NULL|NULL|NULL|NULL|2|2|2||1|3|1|11001|1|1|5|4|11|BOGOTA DC|222.773674299692|2|2|196802801
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|2|2|NULL|NULL|NULL|NULL|NULL|NULL|3|1|1||1|2|1|11001|1|1|5|4|11|BOGOTA DC|1069.31363663852|2|10|196900301
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|4|NULL|NULL|NULL|NULL|NULL|NULL|4|1|2||1|2|1|11001|1|1|5|4|11|BOGOTA DC|222.773674299692|2|2|196900901
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|2|6|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||1|2|1|11001|1|1|5|4|11|BOGOTA DC|1069.31363663852|2|8|196901501
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|3|NULL|NULL|NULL|NULL|NULL|NULL|3|2|1||1|1|1|11001|1|1|5|4|11|BOGOTA DC|1069.31363663852|2|8|196901801
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|3|NULL|NULL|NULL|NULL|NULL|NULL|4|3|1||1|2|1|11001|1|1|5|4|11|BOGOTA DC|1069.31363663852|2|13|196901901
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|2|6|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||1|3|1|11001|1|1|5|4|11|BOGOTA DC|281.476334039551|2|4|198800301
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|2|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|445.670862229289|2|7|198800401
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|2|3|NULL|NULL|NULL|NULL|NULL|NULL|4|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|445.670862229289|2|8|198800701
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|5|NULL|NULL|NULL|NULL|NULL|NULL|2|3|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|445.670862229289|2|7|198801501
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|5|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|281.476334039551|2|7|198801701
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|5|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||1|3|1|11001|1|1|5|4|11|BOGOTA DC|140.738167019775|2|7|198801702
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|7|NULL|NULL|NULL|NULL|NULL|NULL|4|1|1||1|4|1|11001|1|1|5|4|11|BOGOTA DC|727.147196268839|2|10|198900701
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|5|NULL|NULL|NULL|NULL|NULL|NULL|3|2|2||1|3|1|11001|1|1|5|4|11|BOGOTA DC|281.476334039551|2|1|198901001
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|8|NULL|NULL|NULL|NULL|NULL|NULL|3|3|3||1|4|1|11001|1|1|5|4|11|BOGOTA DC|281.476334039551|2|9|198901101
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|3|NULL|NULL|NULL|NULL|NULL|NULL|3|3|3||1|2|1|11001|1|1|5|4|11|BOGOTA DC|727.147196268839|2|2|198901501
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|2|4|NULL|NULL|NULL|NULL|NULL|NULL|3|1|5||1|2|1|11001|1|1|5|4|11|BOGOTA DC|727.147196268839|2|1|198902001
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|2|4|NULL|NULL|NULL|NULL|NULL|NULL|3|1|1||1|4|1|11001|1|1|5|4|11|BOGOTA DC|727.147196268839|2|10|198902801
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|5|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||1|3|1|11001|1|1|5|4|11|BOGOTA DC|229.167741068195|2|7|199400201
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|2|7|NULL|NULL|NULL|NULL|NULL|NULL|2|2|3||1|2|1|11001|1|1|5|4|11|BOGOTA DC|733.336771418226|2|10|199401701
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|4|NULL|NULL|NULL|NULL|NULL|NULL|3|2|5||2|2|1|11001|1|1|5|4|11|BOGOTA DC|733.336771418226|2|2|199401801
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|7|NULL|NULL|NULL|NULL|NULL|NULL|3|1|5||1|4|1|11001|1|1|5|4|11|BOGOTA DC|733.336771418226|2|8|199401901
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|6|NULL|NULL|NULL|NULL|NULL|NULL|2|3|1||1|5|1|11001|1|1|5|4|11|BOGOTA DC|733.336771418226|2|2|199402001
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|7|NULL|NULL|NULL|NULL|NULL|NULL|3|3|5||1|2|1|11001|1|1|5|4|11|BOGOTA DC|229.167741068195|2|2|199501301
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|4|NULL|NULL|NULL|NULL|NULL|NULL|2|3|1||1|3|1|11001|1|1|5|4|11|BOGOTA DC|1145.83870534098|2|8|199501401
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|8|NULL|NULL|NULL|NULL|NULL|NULL|6|1|3||2|3|1|11001|1|1|5|4|11|BOGOTA DC|4076.19931234066|3|8|200802701
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|4076.19931234066|3|8|200803601
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|7|NULL|NULL|NULL|NULL|NULL|NULL|4|2|1||1|7|1|11001|1|1|5|4|11|BOGOTA DC|105.875306814043|3|2|200904401
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|4|1|1||1|3|1|11001|1|1|5|4|11|BOGOTA DC|105.875306814043|3|8|200904601
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|6|1|1||1|4|1|11001|1|1|5|4|11|BOGOTA DC|741.127147698302|3|8|200904901
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|5|1|1||1|3|1|11001|1|1|5|4|11|BOGOTA DC|111.809934311395|3|2|202000501
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|2|NULL|NULL|NULL|NULL|NULL|NULL|4|1|1||2|2|1|11001|1|1|5|4|11|BOGOTA DC|111.809934311395|3|10|202000801
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|55|2|5|3|4|6|6|1|3||2|4|1|11001|1|1|5|4|11|BOGOTA DC|111.809934311395|3|1|202002001
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|1|NULL|NULL|NULL|NULL|NULL|NULL|3|1|5||1|1|1|11001|1|1|5|4|11|BOGOTA DC|111.809934311395|3|1|202002301
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|2|2|1||1|2|1|11001|1|1|5|4|11|BOGOTA DC|111.809934311395|3|8|202002901
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|7|NULL|NULL|NULL|NULL|NULL|NULL|6|1|3||2|4|1|11001|1|1|5|4|11|BOGOTA DC|111.809934311395|3|4|202101201
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|6|2|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|111.809934311395|3|8|202101401
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|1|35|3|6|1|5|0|2|1|1||1|1|1|11001|1|1|5|4|11|BOGOTA DC|111.809934311395|3|8|202102901
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|6|2|1||2|3|1|11001|1|1|5|4|11|BOGOTA DC|116.838811855933|3|1|203100201
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|4|2|5||2|3|1|11001|1|1|5|4|11|BOGOTA DC|116.838811855933|3|1|203100301
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|6|2|3||2|3|1|11001|1|1|5|4|11|BOGOTA DC|116.838811855933|3|1|203101401
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|2|NULL|NULL|NULL|NULL|NULL|NULL|4|1|1||2|2|1|11001|1|1|5|4|11|BOGOTA DC|116.838811855933|3|10|203102301
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|6|NULL|NULL|NULL|NULL|NULL|NULL|2|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|116.838811855933|3|1|203102901
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|6|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|116.838811855933|3|1|203103101
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|5|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|116.838811855933|3|1|203201801
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|4192.31420281841|3|2|204201101
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|1|1||2|2|1|11001|1|1|5|4|11|BOGOTA DC|3645.49061114644|3|8|204202106
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|2|NULL|NULL|NULL|NULL|NULL|NULL|2|1|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|8384.62840563682|3|8|204203102
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||2|3|1|11001|1|1|5|4|11|BOGOTA DC|303.790884262204|3|9|204205201
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|8384.62840563682|3|8|204205501
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|2|NULL|NULL|NULL|NULL|NULL|NULL|2|1|1||1|2|1|11001|1|1|5|4|11|BOGOTA DC|919.870624633138|3|8|205500201
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|118.692983823631|3|8|205501201
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|1|1||1|2|1|11001|1|1|5|4|11|BOGOTA DC|919.870624633138|3|8|205501801
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|2|NULL|NULL|NULL|NULL|NULL|NULL|4|1|1||1|1|1|11001|1|1|5|4|11|BOGOTA DC|919.870624633138|3|8|205504001
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|2|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|2255.16669264898|3|2|205601002
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|1|NULL|NULL|NULL|NULL|NULL|NULL|2|3|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|751.722230882995|3|8|205602401
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|7|NULL|NULL|NULL|NULL|NULL|NULL|4|1|2||1|4|1|11001|1|1|5|4|11|BOGOTA DC|474.771935294523|3|8|205602701
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|1503.44446176599|3|8|205602901
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|5|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|85.3636574036179|2|8|205603101
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|2|1|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|474.771935294523|3|2|205603901
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|6|NULL|NULL|NULL|NULL|NULL|NULL|6|1|1||2|3|1|11001|1|1|5|4|11|BOGOTA DC|4270.08818970195|3|1|206800401
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|312.445477295265|3|2|206801701
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|312.445477295265|3|1|206802301
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|1|2|1||2|2|1|11001|1|1|5|4|11|BOGOTA DC|182.227865290922|3|2|207700801
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|2|2|5||2|3|1|11001|1|1|5|4|11|BOGOTA DC|546.683595872767|3|8|207701203
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|3|1|1||2|2|1|11001|1|1|5|4|11|BOGOTA DC|728.91146116369|3|8|207701701
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|273.341797936384|3|8|207702301
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|273.341797936384|3|8|207702302
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|1249.56250485204|3|2|207703001
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|4|2|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|273.341797936384|3|8|207703003
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|182.227865290922|3|7|207802501
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||1|2|1|11001|1|1|5|4|11|BOGOTA DC|182.227865290922|3|2|207803501
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|3|1|1||1|4|1|11001|1|1|5|4|11|BOGOTA DC|3887.52779287301|3|8|207804801
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|4|NULL|NULL|NULL|NULL|NULL|NULL|3|1|5||2|1|1|11001|1|1|5|4|11|BOGOTA DC|595.724371706992|2|4|209801001
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|4|NULL|NULL|NULL|NULL|NULL|NULL|2|2|5||2|3|1|11001|1|1|5|4|11|BOGOTA DC|5957.24371706992|2|2|209802102
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|4|NULL|NULL|NULL|NULL|NULL|NULL|2|2|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|2382.89748682797|2|2|209802501
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|2|1|NULL|NULL|NULL|NULL|NULL|NULL|2|1|3||6|1|1|11001|1|1|5|4|11|BOGOTA DC|5957.24371706992|2|7|209803002
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|2|4|NULL|NULL|NULL|NULL|NULL|NULL|3|3|5||2|2|1|11001|1|1|5|4|11|BOGOTA DC|3971.49581137994|2|2|209803401
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|1557.50993835086|3|2|211302002
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|3|3||6|1|1|11001|1|1|5|4|11|BOGOTA DC|1557.50993835086|3|4|211302003
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|2|2|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|2990.41908163365|3|8|211303302
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|2990.41908163365|3|2|211303402
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|2990.41908163365|3|9|211303603
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|623.003975340344|3|1|211303604
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|2|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|1246.00795068069|3|2|211304001
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|623.003975340344|3|9|211304101
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||2|1|1|11001|1|1|5|4|11|BOGOTA DC|623.003975340344|3|2|211304102
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|4|2|6|HERENCIA|2|3|1|11001|1|1|5|4|11|BOGOTA DC|1495.20954081683|3|1|211304103
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|4|1|1||1|4|1|11001|1|1|5|4|11|BOGOTA DC|3444.60050353299|3|2|212301501
11001|BOGOTA|BOGOTA|2|1|5|11|BOGOTA|11001|1|0|1|NULL|NULL|NULL|NULL|NULL|NULL|2|1|3||6|1|1|11001|1|1|5|4|11|BOGOTA DC|1198.59554505943|1|2|212402701
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|3|NULL|NULL|NULL|NULL|NULL|NULL|3|1|6|HERENCIA|2|3|1|11001|1|1|5|4|11|BOGOTA DC|1052.51682052397|3|2|212403401
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|3|2|3||2|2|1|11001|1|1|5|4|11|BOGOTA DC|1052.51682052397|3|2|212403402
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|6|NULL|NULL|NULL|NULL|NULL|NULL|3|4|3||2|3|1|11001|1|1|5|4|11|BOGOTA DC|127.577796427148|3|2|212403701
11001|BOGOTA|BOGOTA|1|1|5|11|BOGOTA|11001|1|3|5|NULL|NULL|NULL|NULL|NULL|NULL|3|1|3||1|3|1|11001|1|1|5|4|11|BOGOTA DC|114.248436720988|3|1|213308801
11001|BOGOTA|BOGOTA|1|2|5|11|BOGOTA|11001|1|3|4|NULL|NULL|NULL|NULL|NULL|NULL|2|3|1||1|2|1|11001|1|1|5|4|11|BOGOTA DC|114.248436720988|3|10|213400401
